Directory;Filename;STL_source;Model;holeArray;finalRotate;finalMirror
sg90;extensions/imports/sg90-2-complete.stl;extensions/imports/sg90-2x1.stl;F;[-1,0,0],[-1,1,0],[-1,-1,0],[-1,2,0],[0,-1,0],[0,2,0],[1,-1,0],[1,2,0],[-1,0,1],[-1,1,1],[-1,-1,1],[-1,2,1],[0,-1,1],[0,2,1],[1,-1,1],[1,2,1],[-1,1,0];[];[]
